locationId,location,parameter,value,date,unit,coordinates,country,city,isMobile,isAnalysis,entity,sensorType
26,Inpesca,pm10,27.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T00:00:00-03:00'}",µg/m³,"{'latitude': -36.737202, 'longitude': -73.104427}",CL,,False,,Governmental Organization,reference grade
26,Inpesca,pm10,27.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -36.737202, 'longitude': -73.104427}",CL,,False,,Governmental Organization,reference grade
26,Inpesca,pm10,27.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -36.737202, 'longitude': -73.104427}",CL,,False,,Governmental Organization,reference grade
31,Wekerom-Riemterdijk,pm25,-999.0,"{'utc': '2024-12-21T05:00:00+00:00', 'local': '2024-12-21T06:00:00+01:00'}",µg/m³,"{'latitude': 52.11162100019676, 'longitude': 5.708418999868416}",NL,,False,,Governmental Organization,reference grade
31,Wekerom-Riemterdijk,pm25,-999.0,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 52.11162100019676, 'longitude': 5.708418999868416}",NL,,False,,Governmental Organization,reference grade
31,Wekerom-Riemterdijk,pm25,-999.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 52.11162100019676, 'longitude': 5.708418999868416}",NL,,False,,Governmental Organization,reference grade
31,Wekerom-Riemterdijk,pm25,-999.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 52.11162100019676, 'longitude': 5.708418999868416}",NL,,False,,Governmental Organization,reference grade
31,Wekerom-Riemterdijk,pm25,5.71492,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 52.11162100019676, 'longitude': 5.708418999868416}",NL,,False,,Governmental Organization,reference grade
33,Zaanstad-Hemkade,no2,25.0,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 52.420230000140556, 'longitude': 4.832060000156797}",NL,,False,,Governmental Organization,reference grade
33,Zaanstad-Hemkade,no2,14.7,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 52.420230000140556, 'longitude': 4.832060000156797}",NL,,False,,Governmental Organization,reference grade
33,Zaanstad-Hemkade,no2,15.6,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 52.420230000140556, 'longitude': 4.832060000156797}",NL,,False,,Governmental Organization,reference grade
33,Zaanstad-Hemkade,no2,13.6,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 52.420230000140556, 'longitude': 4.832060000156797}",NL,,False,,Governmental Organization,reference grade
38,Cauquenes,so2,15.96,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T00:00:00-03:00'}",µg/m³,"{'latitude': -34.241168, 'longitude': -70.55283}",CL,,False,,Governmental Organization,reference grade
38,Cauquenes,so2,16.1,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -34.241168, 'longitude': -70.55283}",CL,,False,,Governmental Organization,reference grade
38,Cauquenes,so2,16.42,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -34.241168, 'longitude': -70.55283}",CL,,False,,Governmental Organization,reference grade
39,Gobernación,so2,12.4,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T00:00:00-03:00'}",µg/m³,"{'latitude': -22.093082, 'longitude': -70.20121}",CL,,False,,Governmental Organization,reference grade
39,Gobernación,so2,12.18,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -22.093082, 'longitude': -70.20121}",CL,,False,,Governmental Organization,reference grade
39,Gobernación,so2,12.44,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -22.093082, 'longitude': -70.20121}",CL,,False,,Governmental Organization,reference grade
41,Groningen-Europaweg,pm25,-999.0,"{'utc': '2024-12-21T05:00:00+00:00', 'local': '2024-12-21T06:00:00+01:00'}",µg/m³,"{'latitude': 53.217795999956124, 'longitude': 6.578901000005765}",NL,,False,,Governmental Organization,reference grade
41,Groningen-Europaweg,pm25,5.08674,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 53.217795999956124, 'longitude': 6.578901000005765}",NL,,False,,Governmental Organization,reference grade
41,Groningen-Europaweg,pm25,6.11182,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 53.217795999956124, 'longitude': 6.578901000005765}",NL,,False,,Governmental Organization,reference grade
41,Groningen-Europaweg,pm25,5.5199,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 53.217795999956124, 'longitude': 6.578901000005765}",NL,,False,,Governmental Organization,reference grade
41,Groningen-Europaweg,pm25,10.5032,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 53.217795999956124, 'longitude': 6.578901000005765}",NL,,False,,Governmental Organization,reference grade
44,Heerlen-Jamboreepad,no2,-995.0,"{'utc': '2024-12-21T05:00:00+00:00', 'local': '2024-12-21T06:00:00+01:00'}",µg/m³,"{'latitude': 50.90031700019946, 'longitude': 5.986852999872599}",NL,,False,,Governmental Organization,reference grade
44,Heerlen-Jamboreepad,no2,-995.0,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 50.90031700019946, 'longitude': 5.986852999872599}",NL,,False,,Governmental Organization,reference grade
44,Heerlen-Jamboreepad,no2,-995.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 50.90031700019946, 'longitude': 5.986852999872599}",NL,,False,,Governmental Organization,reference grade
44,Heerlen-Jamboreepad,no2,-995.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 50.90031700019946, 'longitude': 5.986852999872599}",NL,,False,,Governmental Organization,reference grade
44,Heerlen-Jamboreepad,no2,-995.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 50.90031700019946, 'longitude': 5.986852999872599}",NL,,False,,Governmental Organization,reference grade
47,Valparaiso,pm25,21.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -33.049743798096, 'longitude': -71.614167231712}",CL,,False,,Governmental Organization,reference grade
47,Valparaiso,pm25,21.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -33.049743798096, 'longitude': -71.614167231712}",CL,,False,,Governmental Organization,reference grade
51,Wieringerwerf-Medemblikkerweg,no2,-999.0,"{'utc': '2024-12-21T05:00:00+00:00', 'local': '2024-12-21T06:00:00+01:00'}",µg/m³,"{'latitude': 52.80365700000841, 'longitude': 5.050508999758845}",NL,,False,,Governmental Organization,reference grade
51,Wieringerwerf-Medemblikkerweg,no2,-999.0,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 52.80365700000841, 'longitude': 5.050508999758845}",NL,,False,,Governmental Organization,reference grade
51,Wieringerwerf-Medemblikkerweg,no2,-999.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 52.80365700000841, 'longitude': 5.050508999758845}",NL,,False,,Governmental Organization,reference grade
51,Wieringerwerf-Medemblikkerweg,no2,-999.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 52.80365700000841, 'longitude': 5.050508999758845}",NL,,False,,Governmental Organization,reference grade
51,Wieringerwerf-Medemblikkerweg,no2,-995.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 52.80365700000841, 'longitude': 5.050508999758845}",NL,,False,,Governmental Organization,reference grade
52,Rotterdam-Oost Sidelinge A13,pm25,6.1,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 51.938472000211014, 'longitude': 4.430691999983553}",NL,,False,,Governmental Organization,reference grade
52,Rotterdam-Oost Sidelinge A13,pm25,5.7,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 51.938472000211014, 'longitude': 4.430691999983553}",NL,,False,,Governmental Organization,reference grade
52,Rotterdam-Oost Sidelinge A13,pm25,6.7,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 51.938472000211014, 'longitude': 4.430691999983553}",NL,,False,,Governmental Organization,reference grade
52,Rotterdam-Oost Sidelinge A13,pm25,8.1,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 51.938472000211014, 'longitude': 4.430691999983553}",NL,,False,,Governmental Organization,reference grade
54,Talagante,pm10,59.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T00:00:00-03:00'}",µg/m³,"{'latitude': -33.673752071375, 'longitude': -70.953064737434}",CL,,False,,Governmental Organization,reference grade
54,Talagante,pm10,61.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -33.673752071375, 'longitude': -70.953064737434}",CL,,False,,Governmental Organization,reference grade
54,Talagante,pm10,61.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -33.673752071375, 'longitude': -70.953064737434}",CL,,False,,Governmental Organization,reference grade
55,Utrecht-Kardinaal de Jongweg,pm10,-999.0,"{'utc': '2024-12-21T05:00:00+00:00', 'local': '2024-12-21T06:00:00+01:00'}",µg/m³,"{'latitude': 52.105030999760636, 'longitude': 5.124464000283312}",NL,,False,,Governmental Organization,reference grade
55,Utrecht-Kardinaal de Jongweg,pm10,5.71,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 52.105030999760636, 'longitude': 5.124464000283312}",NL,,False,,Governmental Organization,reference grade
55,Utrecht-Kardinaal de Jongweg,pm10,4.43,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 52.105030999760636, 'longitude': 5.124464000283312}",NL,,False,,Governmental Organization,reference grade
55,Utrecht-Kardinaal de Jongweg,pm10,4.43,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 52.105030999760636, 'longitude': 5.124464000283312}",NL,,False,,Governmental Organization,reference grade
55,Utrecht-Kardinaal de Jongweg,pm10,15.95,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 52.105030999760636, 'longitude': 5.124464000283312}",NL,,False,,Governmental Organization,reference grade
39,Gobernación,pm10,40.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T00:00:00-03:00'}",µg/m³,"{'latitude': -22.093082, 'longitude': -70.20121}",CL,,False,,Governmental Organization,reference grade
39,Gobernación,pm10,40.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -22.093082, 'longitude': -70.20121}",CL,,False,,Governmental Organization,reference grade
39,Gobernación,pm10,39.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -22.093082, 'longitude': -70.20121}",CL,,False,,Governmental Organization,reference grade
60,Haringey Roadside - UKA00260,no2,33.66,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T01:00:00+00:00'}",µg/m³,"{'latitude': 51.59929999967941, 'longitude': -0.06821799979396657}",GB,,False,,Governmental Organization,reference grade
61,Coya Población,so2,11.48,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T00:00:00-03:00'}",µg/m³,"{'latitude': -34.203524, 'longitude': -70.529854}",CL,,False,,Governmental Organization,reference grade
61,Coya Población,so2,11.47,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -34.203524, 'longitude': -70.529854}",CL,,False,,Governmental Organization,reference grade
61,Coya Población,so2,11.78,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -34.203524, 'longitude': -70.529854}",CL,,False,,Governmental Organization,reference grade
63,Philippine-Stelleweg,pm10,-999.0,"{'utc': '2024-12-21T05:00:00+00:00', 'local': '2024-12-21T06:00:00+01:00'}",µg/m³,"{'latitude': 51.294498000233624, 'longitude': 3.749483999842556}",NL,,False,,Governmental Organization,reference grade
63,Philippine-Stelleweg,pm10,5.71,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 51.294498000233624, 'longitude': 3.749483999842556}",NL,,False,,Governmental Organization,reference grade
63,Philippine-Stelleweg,pm10,4.43,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 51.294498000233624, 'longitude': 3.749483999842556}",NL,,False,,Governmental Organization,reference grade
63,Philippine-Stelleweg,pm10,6.99,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 51.294498000233624, 'longitude': 3.749483999842556}",NL,,False,,Governmental Organization,reference grade
63,Philippine-Stelleweg,pm10,0.59,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 51.294498000233624, 'longitude': 3.749483999842556}",NL,,False,,Governmental Organization,reference grade
65,Punteras,pm25,12.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T00:00:00-03:00'}",µg/m³,"{'latitude': -36.923329602986, 'longitude': -73.036132300941}",CL,,False,,Governmental Organization,reference grade
65,Punteras,pm25,12.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -36.923329602986, 'longitude': -73.036132300941}",CL,,False,,Governmental Organization,reference grade
65,Punteras,pm25,12.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -36.923329602986, 'longitude': -73.036132300941}",CL,,False,,Governmental Organization,reference grade
68,Cerro Merquín,pm25,15.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -37.021182877699, 'longitude': -73.149555550926}",CL,,False,,Governmental Organization,reference grade
68,Cerro Merquín,pm25,15.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -37.021182877699, 'longitude': -73.149555550926}",CL,,False,,Governmental Organization,reference grade
69,Kingston College,pm25,14.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -36.784653741124, 'longitude': -73.052063025795}",CL,,False,,Governmental Organization,reference grade
69,Kingston College,pm25,14.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -36.784653741124, 'longitude': -73.052063025795}",CL,,False,,Governmental Organization,reference grade
71,Biest Houtakker-Biestsestraat,no2,8.1,"{'utc': '2024-12-21T05:00:00+00:00', 'local': '2024-12-21T06:00:00+01:00'}",µg/m³,"{'latitude': 51.51843999991451, 'longitude': 5.148450000227909}",NL,,False,,Governmental Organization,reference grade
71,Biest Houtakker-Biestsestraat,no2,10.46,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 51.51843999991451, 'longitude': 5.148450000227909}",NL,,False,,Governmental Organization,reference grade
71,Biest Houtakker-Biestsestraat,no2,8.47,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 51.51843999991451, 'longitude': 5.148450000227909}",NL,,False,,Governmental Organization,reference grade
71,Biest Houtakker-Biestsestraat,no2,6.3,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 51.51843999991451, 'longitude': 5.148450000227909}",NL,,False,,Governmental Organization,reference grade
71,Biest Houtakker-Biestsestraat,no2,6.1,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 51.51843999991451, 'longitude': 5.148450000227909}",NL,,False,,Governmental Organization,reference grade
72,Curicó,pm10,30.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-20T23:00:00-03:00'}",µg/m³,"{'latitude': -34.974925077541, 'longitude': -71.233967512329}",CL,,False,,Governmental Organization,reference grade
72,Curicó,pm10,30.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-20T22:00:00-03:00'}",µg/m³,"{'latitude': -34.974925077541, 'longitude': -71.233967512329}",CL,,False,,Governmental Organization,reference grade
76,De Zilk-Vogelaarsdreef,pm25,-999.0,"{'utc': '2024-12-21T05:00:00+00:00', 'local': '2024-12-21T06:00:00+01:00'}",µg/m³,"{'latitude': 52.29655599983, 'longitude': 4.51081699998525}",NL,,False,,Governmental Organization,reference grade
76,De Zilk-Vogelaarsdreef,pm25,-999.0,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 52.29655599983, 'longitude': 4.51081699998525}",NL,,False,,Governmental Organization,reference grade
76,De Zilk-Vogelaarsdreef,pm25,-999.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 52.29655599983, 'longitude': 4.51081699998525}",NL,,False,,Governmental Organization,reference grade
76,De Zilk-Vogelaarsdreef,pm25,2.88664,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 52.29655599983, 'longitude': 4.51081699998525}",NL,,False,,Governmental Organization,reference grade
76,De Zilk-Vogelaarsdreef,pm25,6.85564,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 52.29655599983, 'longitude': 4.51081699998525}",NL,,False,,Governmental Organization,reference grade
77,Hoek v. Holland-Berghaven,no2,21.6,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 51.977803000229876, 'longitude': 4.121944000373796}",NL,,False,,Governmental Organization,reference grade
77,Hoek v. Holland-Berghaven,no2,29.3,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 51.977803000229876, 'longitude': 4.121944000373796}",NL,,False,,Governmental Organization,reference grade
77,Hoek v. Holland-Berghaven,no2,17.4,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 51.977803000229876, 'longitude': 4.121944000373796}",NL,,False,,Governmental Organization,reference grade
77,Hoek v. Holland-Berghaven,no2,20.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 51.977803000229876, 'longitude': 4.121944000373796}",NL,,False,,Governmental Organization,reference grade
80,Amsterdam-Van Diemenstraat,pm10,9.0,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 52.389983000188224, 'longitude': 4.88781099987638}",NL,,False,,Governmental Organization,reference grade
80,Amsterdam-Van Diemenstraat,pm10,6.7,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 52.389983000188224, 'longitude': 4.88781099987638}",NL,,False,,Governmental Organization,reference grade
80,Amsterdam-Van Diemenstraat,pm10,11.8,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 52.389983000188224, 'longitude': 4.88781099987638}",NL,,False,,Governmental Organization,reference grade
80,Amsterdam-Van Diemenstraat,pm10,15.9,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 52.389983000188224, 'longitude': 4.88781099987638}",NL,,False,,Governmental Organization,reference grade
82,Haarlem-Schipholweg,pm10,-999.0,"{'utc': '2024-12-21T05:00:00+00:00', 'local': '2024-12-21T06:00:00+01:00'}",µg/m³,"{'latitude': 52.37050800002991, 'longitude': 4.642319000180212}",NL,,False,,Governmental Organization,reference grade
82,Haarlem-Schipholweg,pm10,18.51,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 52.37050800002991, 'longitude': 4.642319000180212}",NL,,False,,Governmental Organization,reference grade
82,Haarlem-Schipholweg,pm10,27.47,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 52.37050800002991, 'longitude': 4.642319000180212}",NL,,False,,Governmental Organization,reference grade
82,Haarlem-Schipholweg,pm10,8.27,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 52.37050800002991, 'longitude': 4.642319000180212}",NL,,False,,Governmental Organization,reference grade
82,Haarlem-Schipholweg,pm10,21.07,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 52.37050800002991, 'longitude': 4.642319000180212}",NL,,False,,Governmental Organization,reference grade
85,Hellendoorn-Luttenbergerweg,pm10,-999.0,"{'utc': '2024-12-21T05:00:00+00:00', 'local': '2024-12-21T06:00:00+01:00'}",µg/m³,"{'latitude': 52.388271999985, 'longitude': 6.402932999609704}",NL,,False,,Governmental Organization,reference grade
85,Hellendoorn-Luttenbergerweg,pm10,4.43,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 52.388271999985, 'longitude': 6.402932999609704}",NL,,False,,Governmental Organization,reference grade
85,Hellendoorn-Luttenbergerweg,pm10,-1.97,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 52.388271999985, 'longitude': 6.402932999609704}",NL,,False,,Governmental Organization,reference grade
85,Hellendoorn-Luttenbergerweg,pm10,15.95,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 52.388271999985, 'longitude': 6.402932999609704}",NL,,False,,Governmental Organization,reference grade
85,Hellendoorn-Luttenbergerweg,pm10,15.95,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 52.388271999985, 'longitude': 6.402932999609704}",NL,,False,,Governmental Organization,reference grade
93,Nijmegen-Graafseweg,no2,-995.0,"{'utc': '2024-12-21T05:00:00+00:00', 'local': '2024-12-21T06:00:00+01:00'}",µg/m³,"{'latitude': 51.84137200018528, 'longitude': 5.857776999815399}",NL,,False,,Governmental Organization,reference grade
93,Nijmegen-Graafseweg,no2,-995.0,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 51.84137200018528, 'longitude': 5.857776999815399}",NL,,False,,Governmental Organization,reference grade
93,Nijmegen-Graafseweg,no2,-995.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 51.84137200018528, 'longitude': 5.857776999815399}",NL,,False,,Governmental Organization,reference grade
93,Nijmegen-Graafseweg,no2,-995.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 51.84137200018528, 'longitude': 5.857776999815399}",NL,,False,,Governmental Organization,reference grade
93,Nijmegen-Graafseweg,no2,-995.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 51.84137200018528, 'longitude': 5.857776999815399}",NL,,False,,Governmental Organization,reference grade
95,Amsterdam-Vondelpark,co,207.0,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 52.35971400001388, 'longitude': 4.866208000411839}",NL,,False,,Governmental Organization,reference grade
95,Amsterdam-Vondelpark,co,205.0,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 52.35971400001388, 'longitude': 4.866208000411839}",NL,,False,,Governmental Organization,reference grade
95,Amsterdam-Vondelpark,co,210.0,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 52.35971400001388, 'longitude': 4.866208000411839}",NL,,False,,Governmental Organization,reference grade
95,Amsterdam-Vondelpark,co,223.0,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 52.35971400001388, 'longitude': 4.866208000411839}",NL,,False,,Governmental Organization,reference grade
96,Wijk aan Zee-Burgemeester Rothestraat,so2,1.4,"{'utc': '2024-12-21T04:00:00+00:00', 'local': '2024-12-21T05:00:00+01:00'}",µg/m³,"{'latitude': 52.4939920000485, 'longitude': 4.601986000379324}",NL,,False,,Governmental Organization,reference grade
96,Wijk aan Zee-Burgemeester Rothestraat,so2,1.8,"{'utc': '2024-12-21T03:00:00+00:00', 'local': '2024-12-21T04:00:00+01:00'}",µg/m³,"{'latitude': 52.4939920000485, 'longitude': 4.601986000379324}",NL,,False,,Governmental Organization,reference grade
96,Wijk aan Zee-Burgemeester Rothestraat,so2,2.3,"{'utc': '2024-12-21T02:00:00+00:00', 'local': '2024-12-21T03:00:00+01:00'}",µg/m³,"{'latitude': 52.4939920000485, 'longitude': 4.601986000379324}",NL,,False,,Governmental Organization,reference grade
96,Wijk aan Zee-Burgemeester Rothestraat,so2,6.7,"{'utc': '2024-12-21T01:00:00+00:00', 'local': '2024-12-21T02:00:00+01:00'}",µg/m³,"{'latitude': 52.4939920000485, 'longitude': 4.601986000379324}",NL,,False,,Governmental Organization,reference grade
